CustNum,Total,0,1,2,3,4,5,6,7,8,9
29906798.000,86,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.558,0.384
29907455.000,57,0.088,0.000,0.070,0.018,0.404,0.000,0.158,0.035,0.193,0.035
29908366.000,171,0.000,0.000,0.012,0.000,0.813,0.000,0.146,0.023,0.000,0.006
29908732.000,100,0.000,0.000,0.050,0.070,0.670,0.000,0.110,0.030,0.040,0.030
29910251.000,53,0.000,0.038,0.094,0.000,0.019,0.000,0.547,0.208,0.057,0.038
29915461.000,107,0.000,0.019,0.505,0.028,0.140,0.000,0.000,0.065,0.000,0.243
29916115.000,72,0.000,0.014,0.014,0.000,0.125,0.111,0.361,0.319,0.014,0.042
29916460.000,61,0.000,0.000,0.164,0.000,0.492,0.082,0.082,0.000,0.066,0.115
29919012.000,90,0.000,0.000,0.022,0.022,0.033,0.111,0.089,0.644,0.000,0.078
29920276.000,52,0.019,0.000,0.077,0.000,0.596,0.077,0.019,0.173,0.000,0.038
29921557.000,72,0.056,0.000,0.028,0.000,0.417,0.028,0.000,0.125,0.167,0.181
29923177.000,70,0.014,0.000,0.343,0.029,0.257,0.043,0.200,0.057,0.000,0.057
29924348.000,122,0.000,0.008,0.213,0.066,0.016,0.000,0.393,0.221,0.057,0.025
29924397.000,67,0.045,0.000,0.015,0.000,0.209,0.000,0.000,0.090,0.433,0.209
29925677.000,61,0.000,0.000,0.049,0.016,0.033,0.164,0.000,0.738,0.000,0.000
29925853.000,51,0.000,0.000,0.000,0.000,0.078,0.039,0.000,0.882,0.000,0.000
29926887.000,82,0.000,0.012,0.134,0.000,0.110,0.061,0.256,0.220,0.146,0.061
29927615.000,134,0.000,0.201,0.179,0.000,0.015,0.000,0.493,0.022,0.000,0.090
29927623.000,52,0.000,0.038,0.346,0.000,0.250,0.058,0.192,0.058,0.038,0.019
29929826.000,57,0.000,0.035,0.070,0.123,0.404,0.018,0.088,0.193,0.018,0.053
29933553.000,68,0.000,0.015,0.235,0.015,0.191,0.000,0.118,0.426,0.000,0.000
29936480.000,66,0.000,0.000,0.000,0.000,0.076,0.000,0.000,0.894,0.015,0.015
29939252.000,53,0.000,0.019,0.000,0.019,0.038,0.189,0.509,0.189,0.000,0.038
29942749.000,71,0.042,0.000,0.000,0.014,0.211,0.000,0.099,0.028,0.521,0.085
29942952.000,71,0.000,0.000,0.000,0.169,0.056,0.225,0.056,0.451,0.000,0.042
29945918.000,55,0.000,0.000,0.127,0.018,0.236,0.127,0.164,0.182,0.000,0.145
29948322.000,193,0.062,0.000,0.021,0.000,0.010,0.000,0.000,0.000,0.585,0.321
29948663.000,54,0.000,0.000,0.315,0.000,0.037,0.037,0.537,0.056,0.000,0.019
29949228.000,238,0.008,0.000,0.021,0.097,0.361,0.000,0.164,0.227,0.042,0.080
29949899.000,133,0.000,0.000,0.008,0.053,0.053,0.233,0.083,0.444,0.128,0.000
29964830.000,64,0.000,0.016,0.031,0.266,0.094,0.312,0.062,0.203,0.000,0.016
29968146.000,121,0.000,0.000,0.099,0.008,0.240,0.041,0.405,0.157,0.025,0.025
29968662.000,100,0.000,0.000,0.100,0.050,0.140,0.010,0.190,0.440,0.020,0.050
29969761.000,53,0.000,0.000,0.019,0.057,0.075,0.075,0.642,0.094,0.000,0.038
29970828.000,60,0.000,0.000,0.000,0.017,0.433,0.067,0.050,0.433,0.000,0.000
29971510.000,116,0.000,0.000,0.224,0.121,0.017,0.043,0.034,0.422,0.052,0.086
29975808.000,53,0.000,0.000,0.113,0.000,0.000,0.075,0.000,0.698,0.113,0.000
29976265.000,85,0.000,0.000,0.106,0.082,0.106,0.012,0.235,0.141,0.294,0.024
29978981.000,75,0.000,0.000,0.147,0.000,0.187,0.067,0.093,0.133,0.107,0.267
29979576.000,60,0.017,0.000,0.000,0.000,0.100,0.000,0.067,0.033,0.267,0.517
29985277.000,112,0.000,0.000,0.089,0.000,0.000,0.000,0.830,0.080,0.000,0.000
29987278.000,54,0.000,0.000,0.167,0.000,0.000,0.056,0.556,0.185,0.037,0.000
29989871.000,68,0.000,0.000,0.206,0.015,0.176,0.000,0.059,0.103,0.015,0.426
29990660.000,53,0.000,0.000,0.113,0.019,0.038,0.019,0.377,0.113,0.038,0.283
33602366.000,64,0.000,0.000,0.078,0.109,0.109,0.109,0.281,0.141,0.000,0.172
82525633.000,56,0.000,0.036,0.000,0.000,0.107,0.000,0.018,0.089,0.107,0.643
85216952.000,54,0.019,0.000,0.352,0.037,0.130,0.111,0.000,0.241,0.000,0.111
86713899.000,80,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.175,0.312,0.500
86844317.000,56,0.018,0.036,0.000,0.018,0.054,0.107,0.089,0.625,0.000,0.054
86848725.000,161,0.019,0.000,0.025,0.000,0.000,0.012,0.776,0.143,0.019,0.006
86851736.000,115,0.000,0.000,0.087,0.017,0.148,0.035,0.443,0.252,0.017,0.000
86860880.000,68,0.000,0.221,0.044,0.000,0.206,0.000,0.368,0.103,0.044,0.015
86861006.000,86,0.012,0.000,0.058,0.360,0.140,0.058,0.058,0.256,0.023,0.035
86867277.000,72,0.000,0.000,0.056,0.000,0.278,0.236,0.042,0.333,0.000,0.056
86867650.000,63,0.000,0.000,0.000,0.000,0.365,0.143,0.016,0.444,0.016,0.016
87801992.000,55,0.000,0.000,0.000,0.000,0.418,0.000,0.018,0.000,0.273,0.291
89123389.000,149,0.000,0.000,0.007,0.000,0.114,0.000,0.000,0.000,0.342,0.537
89901699.000,51,0.000,0.000,0.275,0.078,0.196,0.039,0.000,0.157,0.000,0.255
89915975.000,106,0.000,0.028,0.038,0.057,0.302,0.066,0.028,0.028,0.000,0.453
89916079.000,52,0.000,0.000,0.346,0.000,0.000,0.058,0.288,0.212,0.077,0.019
89919841.000,61,0.016,0.049,0.016,0.279,0.246,0.148,0.033,0.164,0.000,0.049
89922518.000,81,0.000,0.000,0.062,0.049,0.321,0.012,0.272,0.136,0.111,0.037
89933976.000,65,0.000,0.000,0.108,0.000,0.431,0.046,0.292,0.015,0.046,0.062
89935022.000,97,0.010,0.000,0.072,0.000,0.546,0.103,0.031,0.124,0.031,0.082
89942864.000,80,0.000,0.000,0.400,0.025,0.163,0.000,0.362,0.037,0.000,0.013
102023968.000,60,0.000,0.000,0.183,0.000,0.317,0.033,0.183,0.133,0.000,0.150
226183591.000,58,0.000,0.000,0.086,0.000,0.052,0.000,0.034,0.000,0.052,0.776
900172123.000,58,0.000,0.000,0.000,0.017,0.000,0.000,0.017,0.000,0.948,0.017
903201979.000,56,0.000,0.000,0.054,0.000,0.125,0.464,0.000,0.268,0.018,0.071
903291773.000,367,0.035,0.025,0.120,0.019,0.542,0.016,0.087,0.033,0.049,0.074
903510024.000,89,0.022,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.247,0.708
903710918.000,65,0.108,0.000,0.015,0.000,0.062,0.000,0.046,0.123,0.615,0.031
905121110.000,51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.353,0.647
906970616.000,137,0.015,0.015,0.073,0.029,0.321,0.029,0.285,0.139,0.029,0.066
908121898.000,54,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.019,0.556,0.352
908178938.000,96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.917
909029681.000,61,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.246,0.410,0.295
909210322.000,52,0.000,0.000,0.038,0.038,0.077,0.019,0.173,0.327,0.096,0.231
909501431.000,54,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.037,0.907
909771179.000,51,0.000,0.000,0.000,0.000,0.451,0.000,0.000,0.000,0.471,0.078
910000386.000,54,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.426,0.556
910001942.000,68,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,0.838
910072835.000,60,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.883
910078058.000,57,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.316,0.614
910160015.000,55,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800
910162628.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.051,0.237,0.695
910168888.000,68,0.000,0.000,0.015,0.000,0.000,0.000,0.118,0.015,0.088,0.765
910191936.000,51,0.000,0.000,0.020,0.000,0.000,0.000,0.216,0.000,0.569,0.196
910210953.000,56,0.054,0.000,0.000,0.000,0.125,0.036,0.036,0.054,0.464,0.232
910276108.000,58,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.534,0.448
910348839.000,69,0.000,0.000,0.000,0.000,0.058,0.014,0.029,0.101,0.232,0.565
910965086.000,52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
911201022.000,70,0.000,0.000,0.043,0.000,0.043,0.000,0.100,0.071,0.357,0.386
911288980.000,87,0.000,0.000,0.011,0.000,0.069,0.000,0.000,0.000,0.494,0.425
911328731.000,99,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.556
911505503.000,94,0.000,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.234,0.702
911563036.000,65,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.046,0.169,0.754
911580527.000,86,0.000,0.000,0.035,0.105,0.128,0.000,0.279,0.209,0.221,0.023
911585711.000,51,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.137,0.804
911813136.000,61,0.016,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.967
912058853.000,62,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.161,0.839
912121863.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.263,0.719
912246863.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.965
912271468.000,85,0.000,0.000,0.000,0.000,0.153,0.000,0.000,0.012,0.071,0.765
912291988.000,134,0.000,0.000,0.000,0.000,0.007,0.015,0.000,0.000,0.343,0.634
912411312.000,91,0.000,0.000,0.011,0.000,0.187,0.044,0.110,0.242,0.066,0.341
912560728.000,62,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.452,0.516
912565583.000,94,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.532,0.457
912576792.000,51,0.039,0.020,0.039,0.000,0.000,0.000,0.000,0.000,0.412,0.490
912805151.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.288,0.695
912837372.000,54,0.019,0.000,0.000,0.000,0.111,0.019,0.000,0.037,0.296,0.519
913758388.000,54,0.000,0.000,0.056,0.000,0.056,0.000,0.037,0.685,0.037,0.130
913869176.000,56,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.018,0.482,0.446
915097062.000,69,0.000,0.000,0.000,0.000,0.014,0.000,0.029,0.029,0.464,0.464
915195223.000,51,0.000,0.039,0.020,0.000,0.020,0.000,0.000,0.059,0.314,0.549
915779900.000,71,0.000,0.000,0.014,0.000,0.014,0.000,0.000,0.000,0.099,0.873
915842665.000,63,0.016,0.000,0.000,0.000,0.222,0.000,0.032,0.016,0.222,0.492
915969508.000,65,0.000,0.000,0.000,0.000,0.062,0.015,0.015,0.000,0.200,0.708
915993810.000,75,0.040,0.000,0.000,0.000,0.187,0.000,0.000,0.000,0.533,0.240
916100096.000,87,0.161,0.023,0.023,0.000,0.391,0.000,0.000,0.000,0.345,0.057
916141106.000,124,0.048,0.000,0.024,0.000,0.476,0.024,0.016,0.097,0.226,0.089
916164448.000,106,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.538,0.443
916283767.000,51,0.000,0.000,0.000,0.000,0.157,0.000,0.000,0.000,0.471,0.373
916340976.000,82,0.024,0.000,0.000,0.000,0.341,0.000,0.000,0.000,0.476,0.159
916505843.000,74,0.000,0.000,0.000,0.000,0.068,0.000,0.014,0.000,0.108,0.811
916512151.000,62,0.000,0.000,0.000,0.000,0.226,0.016,0.016,0.629,0.032,0.081
916607362.000,104,0.010,0.000,0.077,0.019,0.394,0.000,0.144,0.000,0.000,0.356
916717022.000,98,0.010,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.306,0.663
916815233.000,133,0.000,0.008,0.105,0.165,0.647,0.038,0.000,0.038,0.000,0.000
916988450.000,87,0.023,0.034,0.034,0.000,0.057,0.195,0.080,0.000,0.368,0.207
917009078.000,66,0.015,0.015,0.152,0.000,0.136,0.000,0.091,0.015,0.197,0.379
917185916.000,64,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.297,0.688
917215022.000,60,0.000,0.000,0.017,0.000,0.033,0.000,0.000,0.017,0.450,0.483
917275852.000,61,0.000,0.000,0.131,0.016,0.393,0.016,0.016,0.066,0.213,0.148
917587023.000,94,0.000,0.000,0.011,0.000,0.032,0.021,0.011,0.085,0.574,0.266
917590502.000,86,0.000,0.023,0.047,0.012,0.291,0.000,0.000,0.337,0.128,0.163
917755706.000,97,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.010,0.412,0.526
917767065.000,65,0.000,0.000,0.000,0.000,0.077,0.015,0.000,0.031,0.508,0.369
917771988.000,53,0.000,0.000,0.000,0.000,0.094,0.000,0.000,0.038,0.528,0.340
917957179.000,87,0.000,0.000,0.034,0.011,0.023,0.000,0.000,0.034,0.632,0.264
918060030.000,62,0.000,0.000,0.016,0.016,0.065,0.000,0.016,0.000,0.532,0.355
918126566.000,52,0.019,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.654,0.250
918140469.000,73,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.397,0.589
918227468.000,51,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.078,0.451,0.451
918306530.000,72,0.000,0.000,0.014,0.000,0.042,0.042,0.000,0.556,0.056,0.292
918320015.000,54,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.019,0.037,0.926
918339719.000,70,0.014,0.000,0.014,0.000,0.071,0.029,0.000,0.143,0.314,0.414
918388098.000,85,0.000,0.024,0.059,0.035,0.447,0.000,0.047,0.047,0.306,0.035
918402637.000,59,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.492,0.492
918525309.000,77,0.143,0.000,0.078,0.000,0.052,0.000,0.117,0.000,0.156,0.455
918667836.000,52,0.000,0.000,0.019,0.000,0.308,0.000,0.000,0.000,0.250,0.423
918779627.000,88,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.261,0.716
918798003.000,67,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.388,0.597
918838666.000,58,0.069,0.000,0.086,0.017,0.483,0.034,0.034,0.121,0.017,0.138
919200026.000,63,0.016,0.000,0.016,0.000,0.349,0.032,0.159,0.143,0.143,0.143
919206666.000,60,0.000,0.000,0.017,0.000,0.000,0.000,0.433,0.550,0.000,0.000
919342936.000,109,0.000,0.000,0.009,0.000,0.055,0.000,0.000,0.000,0.358,0.578
919343177.000,56,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.411,0.571
919358662.000,90,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.833
919360206.000,90,0.000,0.000,0.000,0.000,0.011,0.011,0.011,0.000,0.211,0.756
919387192.000,68,0.000,0.000,0.000,0.000,0.103,0.059,0.015,0.044,0.544,0.235
919493030.000,62,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.065,0.935
919541775.000,93,0.000,0.000,0.054,0.032,0.000,0.000,0.903,0.011,0.000,0.000
919589762.000,56,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.375,0.607
919706118.000,89,0.011,0.000,0.022,0.000,0.045,0.640,0.202,0.056,0.011,0.011
919792646.000,60,0.000,0.000,0.000,0.000,0.117,0.000,0.000,0.000,0.300,0.583
919814662.000,70,0.000,0.014,0.029,0.029,0.071,0.471,0.157,0.143,0.014,0.071
919982703.000,65,0.015,0.000,0.108,0.000,0.015,0.000,0.246,0.000,0.415,0.200
919982878.000,68,0.000,0.000,0.000,0.000,0.368,0.000,0.000,0.147,0.368,0.118
919984577.000,69,0.000,0.000,0.043,0.000,0.043,0.000,0.000,0.043,0.391,0.478
919989134.000,76,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.158,0.842
920097989.000,63,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.508,0.460
920129730.000,52,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.231,0.731
920179471.000,58,0.000,0.000,0.052,0.000,0.000,0.017,0.914,0.000,0.017,0.000
920183973.000,138,0.000,0.000,0.000,0.000,0.014,0.000,0.022,0.000,0.659,0.304
920227237.000,80,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.225,0.725
920307151.000,74,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.000,0.095,0.797
920322158.000,72,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.347,0.653
920379024.000,57,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.632,0.351
920380571.000,77,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.364,0.610
920454333.000,58,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.552
920651156.000,53,0.019,0.000,0.000,0.000,0.075,0.000,0.000,0.019,0.547,0.340
920706947.000,55,0.000,0.000,0.000,0.000,0.800,0.000,0.018,0.182,0.000,0.000
920857347.000,53,0.000,0.000,0.000,0.000,0.019,0.000,0.019,0.000,0.491,0.472
920870658.000,55,0.000,0.000,0.091,0.000,0.036,0.000,0.018,0.000,0.382,0.473
920886731.000,74,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.243,0.743
920928697.000,51,0.000,0.000,0.020,0.000,0.000,0.039,0.000,0.000,0.196,0.745
920987250.000,56,0.000,0.000,0.000,0.000,0.071,0.482,0.018,0.339,0.071,0.018
921047686.000,95,0.011,0.000,0.011,0.000,0.495,0.021,0.095,0.305,0.042,0.021
921155767.000,51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.255,0.706
921158088.000,51,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.392,0.588
921237949.000,68,0.029,0.000,0.015,0.000,0.485,0.147,0.059,0.029,0.176,0.059
921295388.000,65,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.123,0.446,0.400
921318707.000,92,0.022,0.000,0.000,0.000,0.022,0.000,0.011,0.011,0.348,0.587
921814313.000,55,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.945
921830305.000,67,0.000,0.000,0.030,0.000,0.149,0.000,0.000,0.045,0.313,0.463
922023082.000,68,0.015,0.000,0.000,0.000,0.000,0.029,0.000,0.015,0.309,0.632
922093971.000,69,0.014,0.000,0.014,0.000,0.029,0.029,0.029,0.043,0.130,0.710
922164875.000,97,0.000,0.000,0.000,0.000,0.134,0.000,0.000,0.000,0.258,0.608
922178558.000,51,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.510,0.471
922233173.000,51,0.000,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.353,0.608
922241299.000,83,0.036,0.000,0.012,0.000,0.133,0.000,0.084,0.012,0.530,0.193
922270001.000,64,0.000,0.016,0.016,0.031,0.094,0.016,0.031,0.781,0.000,0.016
922270111.000,53,0.019,0.000,0.057,0.000,0.019,0.226,0.057,0.547,0.075,0.000
922359323.000,68,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.309,0.676
922410202.000,64,0.016,0.000,0.031,0.000,0.047,0.000,0.000,0.000,0.266,0.641
922519828.000,51,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.490,0.490
922572954.000,89,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.045,0.506,0.438
922585102.000,97,0.000,0.000,0.041,0.000,0.289,0.000,0.000,0.031,0.309,0.330
922757209.000,69,0.029,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.261,0.696
922904704.000,107,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.402,0.533
922935660.000,61,0.033,0.000,0.016,0.016,0.098,0.000,0.000,0.000,0.393,0.443
923155788.000,58,0.017,0.000,0.052,0.086,0.155,0.207,0.310,0.155,0.017,0.000
925105711.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.509,0.491
925482121.000,52,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.942,0.000,0.038
925770551.000,63,0.000,0.000,0.095,0.000,0.032,0.000,0.016,0.000,0.254,0.603
925883181.000,54,0.019,0.000,0.019,0.000,0.241,0.000,0.148,0.000,0.444,0.130
925893390.000,56,0.000,0.000,0.000,0.000,0.018,0.018,0.018,0.125,0.607,0.214
926109288.000,61,0.016,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.574,0.295
926286148.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.424,0.576
926293366.000,58,0.000,0.000,0.034,0.000,0.017,0.000,0.086,0.069,0.379,0.414
926435095.000,52,0.000,0.000,0.038,0.000,0.615,0.058,0.115,0.077,0.038,0.058
926550923.000,54,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.296,0.685
926672890.000,84,0.000,0.000,0.024,0.000,0.155,0.000,0.000,0.333,0.321,0.167
926700670.000,51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.255,0.745
926801169.000,221,0.072,0.000,0.063,0.023,0.036,0.000,0.027,0.050,0.457,0.271
926869129.000,64,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.031,0.484,0.453
926925848.000,51,0.020,0.000,0.000,0.000,0.020,0.000,0.000,0.137,0.333,0.490
927025598.000,54,0.000,0.000,0.000,0.000,0.074,0.037,0.000,0.000,0.537,0.352
927039031.000,81,0.012,0.012,0.037,0.000,0.049,0.000,0.086,0.025,0.593,0.185
927097662.000,71,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.592,0.394
927370527.000,147,0.000,0.000,0.027,0.000,0.034,0.014,0.864,0.054,0.007,0.000
927587977.000,52,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.385,0.577
927772135.000,86,0.012,0.035,0.012,0.012,0.384,0.000,0.058,0.360,0.081,0.047
928063123.000,88,0.000,0.000,0.057,0.000,0.045,0.000,0.034,0.159,0.386,0.318
928082907.000,59,0.000,0.000,0.000,0.000,0.220,0.017,0.000,0.000,0.339,0.424
928118735.000,380,0.000,0.000,0.000,0.000,0.116,0.008,0.000,0.000,0.229,0.647
928130578.000,57,0.018,0.035,0.018,0.000,0.035,0.000,0.035,0.000,0.386,0.474
928130736.000,71,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.310,0.690
928218514.000,147,0.014,0.000,0.075,0.014,0.116,0.565,0.177,0.014,0.014,0.014
928422030.000,52,0.000,0.000,0.019,0.000,0.019,0.000,0.019,0.942,0.000,0.000
928433410.000,234,0.013,0.009,0.034,0.030,0.137,0.158,0.115,0.368,0.030,0.107
928466889.000,76,0.000,0.000,0.013,0.013,0.013,0.000,0.737,0.171,0.013,0.039
928504979.000,93,0.000,0.000,0.000,0.000,0.237,0.000,0.000,0.022,0.312,0.430
928645560.000,73,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.315,0.658
928716828.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.368,0.614
928809733.000,71,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.338,0.662
928825285.000,55,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.709
928845856.000,54,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.685,0.315
929098104.000,121,0.000,0.017,0.091,0.025,0.091,0.000,0.711,0.017,0.017,0.033
929463180.000,62,0.000,0.000,0.000,0.000,0.323,0.081,0.000,0.016,0.306,0.274
929900677.000,62,0.129,0.016,0.048,0.065,0.290,0.032,0.000,0.016,0.226,0.177
930076981.000,57,0.000,0.000,0.035,0.070,0.053,0.035,0.000,0.070,0.088,0.649
